Name,Score,Weight
Bryna Weiss,6.01,1.9
Oris Erhuero,4.89,0.5
Ian Brimble,6.87,0.5
Devon Bostick,5.77687116564,9.78
Tony Hawk,6.225,1.0
Alice Gainer,6.16,0.5
Jihmi Kennedy,6.83,0.5
Kevin Hood,6.26,1.3
Shane,5.74,1.9
Michael Kaycheck,6.93,0.5
Sam Vlahos,5.0,0.5
John Lazar,7.11,0.5
Carrie Aizley,6.23,1.0
Erica Gimpel,6.53,0.5
Tom Hooper,6.6,7.0
Frank Senger,5.2,0.5
Edward Furlong,5.8949702381,33.6
Don Siegel,7.11777777778,4.5
Betsy Palmer,6.52986622074,5.98
Nora Burns,6.22,0.5
Merian C. Cooper,4.98666666667,3.9
Giles New,7.03,0.5
Masao Maki,5.65,0.5
Marc Fienberg,5.96,4.8
Carmel Moore,5.27,0.5
Graham Greene,5.84882352941,11.9
Charlie O'Connell,5.74,1.0
Aubrey Graham,6.26,0.5
Doreen Mantle,6.3,1.0
Pawel Szajda,6.3,0.5
Enzo Rossi,5.38,0.5
Wol Parks,6.0,0.5
Chiara Zanni,5.62,0.5
A L Katz,5.11,1.3
Maia Morgenstern,6.91,5.48
Chief Leonard George,6.54,0.5
Hyun Joong Kang,5.35,0.5
Jason Barry,5.85,5.48
Tim Wallers,3.85,0.5
Ronnie Williams,4.98,0.5
Jake Abel,5.92,1.0
Stephanie Leonidas,5.85,5.48
Charles Andre,5.14,1.0
Leslie Ann Powers,6.47,0.5
Akira Inoue,4.63,0.5
Owen Pattison,4.5,0.5
Ken Magee,5.37,1.0
Frank Bank,5.1,0.5
Nola Wale,5.32,0.5
Ray Shirley,5.82,0.5
Conor O'Farrell,6.42,0.5
Drake Doremus,6.78,4.8
Toddy Walters,5.65,0.5
Karen Neil,5.44,0.5
Leonard Earl Howze,6.2,1.5
David de Keyser,5.605,1.0
Rebecca McCauley,5.45,0.5
Jeffrey Landman,5.52,0.5
Rocky Helton,4.87,0.5
Andy Hansen,4.66,0.5
William Roerick,5.36,0.5
Joe Nakashima,6.3,0.5
Maureen Stapleton,6.153125,4.8
Vanilla Ice,4.0408401084,7.38
Kat Graham,6.22,0.5
Erik Smith,5.62,0.5
Jascha Washington,5.59205882353,3.4
Analisa LaBianco,4.97,1.3
Hu Hong,5.38,1.3
Michael Madsen,5.34860387442,29.94
Marc Crumpton,4.3,0.5
Dey Young,5.1825,2.0
David Tress,5.72583333333,2.4
John Stewart,5.73,0.5
Max Arciniega,5.68,0.5
Tom McNulty,5.81,0.5
Shaun Weiss,5.91,1.0
Iva Lane,5.85,0.5
Bill Capizzi,5.95,0.5
Dana Barron,5.8,1.5
James MacDonald,5.60375,4.0
Susie Savage,5.97,0.5
Tony Turco,6.56,0.5
Djordje Milicevic,6.35,1.3
Elliot Tiber,5.78,1.3
Richard Widmark,4.88958333333,2.4
Michael Cassidy,5.675,1.0
Sharon J. Robinson,6.1,0.5
Dana Wheeler-Nicholson,6.84,0.5
Barry Sonnenfeld,5.88555555556,31.5
Tyler Humphrey,4.09,0.5
Traci Lind,5.29163879599,5.98
Gene Roddenberry,6.165,10.4
Sylvia Short,4.81,0.5
Pat Logan,6.21,0.5
Austin Crim,6.16,0.5
Ian Bliss,5.335,2.0
Daeg Faerch,6.12,1.9
Ewa Da Cruz,6.61,0.5
Mink Stole,6.10462962963,5.4
Brenna O'Brien,5.07,0.5
Vincent Franklin,6.81,0.5
Michael Moriarty,5.97773952096,13.36
Michele Austin,7.01,0.5
Christopher J. Keene,6.8,0.5
David Booth,6.86,1.9
Steve Rackman,5.13,0.5
Cynthia Dale Scott,7.39,0.5
Robert Baer,6.29,1.3
Edward Ruscha,6.5,0.5
Guts Ishimatsu,6.14,0.5
Henderson Forsythe,6.44,0.5
Mike Mitchell,5.76448275862,14.5
Pippa Pearthree,5.27,0.5
Matthew Braden Stringer,6.95,1.9
Deborah Offner,5.425,1.0
Marlyn Hopewell,7.44,0.5
Gennie Nevinson,6.74,0.5
Stephen Coonts,5.21,1.3
Warren Manzi,6.09,0.5
Veronica Taylor,5.42,5.48
Jon Hamm,5.13443262411,11.28
Amber Benson,5.98,0.5
Jessalyn Wanlim,4.985,1.0
Christopher Michael Holley,6.27,0.5
Wim Wenders,6.12,1.3
Douglas Henshall,5.82,0.5
Shirley Anderson,7.01,1.9
Zachery Ty Bryan,5.31172413793,2.9
Angela Alvarado,4.835,1.0
Paul Calderon,6.37344827586,5.8
Lee McClain,5.71,0.5
Peter A. Dowling,5.95,1.3
Frank Baker,5.98,1.5
Tyler Tyhurst,6.35,0.5
David Madsen,6.15,1.3
Joe Unger,6.69,1.5
Richard Benjamin,5.04717948718,23.4
Judd Apatow,6.40952941176,17.0
Jeremy Northam,5.55694552529,20.56
Greg Grunberg,5.58333333333,1.5
Johnny Simmons,5.71516483516,9.1
Lee Majdoub,5.9,0.5
Fran Bennett,5.49,1.0
Mitchell Kosterman,5.3,1.0
John Berendt,5.99,1.3
Hallie Foote,6.54,0.5
Kristyan Ferrer,4.09,0.5
Chris Hemsworth,5.86440264026,30.3
Morgan Fairchild,4.44,1.0
Emigo Munkel,5.68,0.5
Ryan Sparks,5.91,0.5
Bob Tracey,6.01,1.9
Jeff Corey,5.58,2.0
Steven Knight,6.43,1.3
Priscilla Lopez,5.27,0.5
Mackenzie Foy,5.95,0.5
Jody Hill,5.75,4.8
John Marshall Jones,5.41,1.0
Mark Metcalf,5.55953488372,4.3
Harry Borg,5.15,0.5
Wealthy Linn Gener,5.69,0.5
Christopher Nilsson,6.4,0.5
Marsha Dietlein,4.965,1.0
Susanne Pollatschek,6.59,1.9
Nadine Van der Velde,6.2,0.5
Susan Hegarty,5.05,0.5
Patricia Cardoso,6.4,3.5
Rob Marshall,6.075,14.0
Behzad Rafi,7.29,0.5
Richard P. Henrick,6.52,1.3
Bruce Hopkins,7.46,0.5
Jack Gill,6.6,0.5
Dan Kamin,5.93,0.5
Steve Shibuya,5.63,1.3
Pierre Rafini,6.63,0.5
J. Evan Bonifant,4.54583333333,2.4
Jeff Shaara,5.47,1.3
Bennett Ohta,5.34958333333,2.4
Lauren Tyrrell,6.36,0.5
Roy Dotrice,5.64333333333,1.5
Kurt Egelhof,6.04,0.5
Vincent Chase,6.48,0.5
Raf Vallone,6.64,0.5
Michael Dwyer,6.05,0.5
Leland Burnett,5.94,0.5
Robbie Gee,6.45,0.5
Jimmie Dale Gilmore,6.1,1.0
Lhakpa Tsamchoe,6.03,0.5
Kent Williams,6.75,0.5
Bob Hannah,7.15,0.5
Marc Robinson,5.36,0.5
Alex Barringer,4.25,0.5
Rupert Holmes,5.24,1.3
Robert Lee King,5.35,3.5
Lewis Fitz-Gerald,6.47,0.5
Lawrence Howard Levy,6.02,0.5
Doris Chillcott,5.44,0.5
Christine Seabrook,7.58,0.5
Justin Berfield,5.37,0.5
Lenny von Dohlen,4.9325,2.4
Steven Vidler,5.53,0.5
Judith Ivey,5.876,2.5
Frank Gallo,5.73,0.5
Chuck Deezy,5.92,0.5
Paul Maxwell,6.945,1.0
Kim McGarrity,7.01,0.5
Kevin Farr,5.73,0.5
Bob Dermer,5.84,0.5
Cynthia Geary,6.315,1.0
Justin Zackham,6.66,1.3
Morgan Ward,5.76,1.3
Buddy Lewis,5.205,1.0
Thomas Middleditch,5.13,0.5
Kyle Meenan,6.03,0.5
Zelda Rubinstein,5.33916666667,2.4
Dan McDougall,7.08,0.5
Lance Mungia,5.34,4.8
Maynard Eziashi,5.80625,2.4
Paul Whitehouse,6.355,1.0
Hank Azaria,5.54973333333,39.0
Ed Justin,5.84,1.3
Jerry Tarkanian,5.72,0.5
Robert Dunn,5.87,1.3
Steve Greenstein,6.36,0.5
Talon G. Ackerman,4.28,0.5
Patrick Sebes,5.86,0.5
Amy Schor,5.28,1.3
Natina Reed,6.16,0.5
Marin Hinkle,5.76,3.0
Jessica Griffiths,5.93,0.5
Rick Collins,4.87,1.9
Chloe Sonnenfeld,5.51,0.5
Vincent Montuel,6.31,0.5
Jesse Wheeler,5.75,0.5
Deborah Allen,5.23,0.5
Emilio Del Haro,6.41,0.5
Susan Moore,5.28,0.5
Bernhard Schlink,6.6,1.3
Jack Scalia,6.24,0.5
George Finn,3.17,0.5
Jack Clayton,6.005,7.0
Michael Byrne,5.38571428571,3.5
Joanna Roth,5.975,1.0
Sam Spruell,5.89175925926,6.48
Vincenzo Natali,5.63,4.8
Penelope Milford,6.18,0.5
Erin Hickock,5.18,0.5
Allen Danziger,8.01,5.48
Dennie Gordon,5.71,7.0
Johnny Goar,6.35,0.5
Vikki Schnurr,6.0,0.5
Kristen Miller,6.4,1.9
Beatrice Rosen,5.97,0.5
Philip Winchester,5.35833333333,2.4
Hannah Ware,6.36,0.5
Laura Johnson,6.24,1.9
Leeza Gibbons,5.6,1.9
Denise Bixler,6.81,0.5
D. Garnet Harding,6.22,0.5
Carl Hiaasen,5.03,2.6
Anna Healy,6.35,0.5
Kathryn Grody,5.73,1.0
Noble Craig,5.49,0.5
Doudi Shoua,5.39,0.5
Anis Cheurfa,6.24,0.5
Bob Hastings,6.61,0.5
Chris Hendrie,6.33,0.5
Sarah Stafford,5.75,1.9
Sisq,5.62,1.9
Arnold Schulman,5.83,2.6
George Loftus,6.66,0.5
Stephen Hopkins,5.596,17.5
Nina Arianda,6.41,1.0
Raushan Hammond,6.12,0.5
Darren McGavin,5.91407327586,9.28
Abraham Verduzco,6.66,0.5
Joe McQueen,5.27,0.5
Batrice Bonifassi,6.6,5.48
Sarah Steele,5.87,0.5
Leonor Varela,5.77558139535,4.3
Bahram Ehsas,6.52,0.5
Ted Post,5.86,3.5
Paul Dawson,6.03,5.48
Robert Butler,4.69,3.5
Kevin Daniels,6.06,0.5
Shirley de las Alas,6.78,0.5
Charles Edward Pogue,6.345,2.6
Shirley Sonderegger,5.93,0.5
Brian Hopkins,6.47,0.5
Jason Flemyng,5.79090909091,5.5
Jeremy Pikser,4.92,1.3
William Kircher,7.5,0.5
Ant,6.5,0.5
Aubrey Culp,5.62,0.5
Kristine Johnson,6.63,1.3
Eric Lloyd,5.80333333333,5.7
James Garde,5.44,0.5
Tim Lacatena,6.31,0.5
William Maher,7.08,0.5
John Jarratt,6.58,5.48
Lauren Gottlieb,4.93,0.5
Randal Kleiser,5.855,7.0
Peter Cook,5.72652173913,2.3
Phil Chatterton Tongplaw,4.97,0.5
Eanna MacLiam,6.17,0.5
Rob Curling,6.59,0.5
Karen Ray,5.23,1.3
Marion Zinser,6.01,0.5
Oscar Beregi Jr.,7.64,0.5
Joan Severance,6.2325,2.4
Alan David,5.7975,2.4
Richard Foronjy,6.59529411765,3.4
Harold G. Moore,6.29,1.3
Kris Lemche,5.045,3.8
John Bell,5.54,0.5
Chris Hardwick,5.83,0.5
Nathan Bexton,5.09068965517,2.9
Jonathan Cherry,4.47327411168,7.88
Marie-Jose Croze,6.11,1.0
Kerry Remsen,5.84,0.5
Charlotte Savage,5.67,0.5
Jonathan Brett,4.69,1.3
Gloria Miralles Ruiz,5.19,0.5
Daphne Brown,5.1,0.5
Kenny Spalding,3.95,0.5
Katya Barton-Chapple,5.54,0.5
Karen Allen,6.00055555556,27.72
Anointing Lukola,6.64,0.5
Linda Smith,6.18,0.5
Christina Eleusiniotis,7.0,1.9
Devyn Dalton,6.74,0.5
Michael Turney,6.61,0.5
Hope Marie Carlton,5.97,0.5
Suzuka Ohgo,6.23,5.48
Will Knickerbocker,6.44,0.5
Arleen Sorkin,5.56,1.3
Cree Summer,5.58590909091,4.4
Richard Lemire,5.7,0.5
Yolanda Hughes-Heying,3.91,0.5
William O'Leary,5.79,1.5
Richard Panebianco,6.73,0.5
Tony Borgia,5.14,0.5
Scott Lawrence Alexander,5.64,1.3
Tiny Ron,6.63,0.5
Joseph Tropiano,6.65,1.3
Claudia Cron,6.59,0.5
Lloyd Bowen,6.01,0.5
Steve Zahn,5.87449653486,49.06
ngel de Andrs Lpez,7.11,0.5
Wentworth Miller,5.87666666667,1.5
J-Boog,4.68,1.9
Jason Blicker,5.495,1.0
Brent Chalem,5.99,0.5
Howard Stern,6.26,6.78
Albert Salmi,5.8025,2.0
Ernest Misko,5.88,0.5
Pamela Wallace,6.96,1.3
Penny Morrell,6.09,0.5
Roxanne Day,5.83,0.5
Campbell Brown,5.56,1.9
Chris Miller,6.24010204082,19.6
Robert Pentz,5.88,0.5
Pattijean Csik,7.39,0.5
Crystal Reed,5.17,1.9
Scott McElroy,6.32,1.0
Steve Marachuk,6.04,0.5
Sarah Brown,4.97,0.5
Tanner Lee Prairie,3.83,0.5
Emerson Tenney,6.69,0.5
Katt Williams,5.18,1.0
Phil Vischer,5.97,10.28
John Mahoney,6.19969895288,15.28
Louis Martin Braga III,5.1,0.5
Nina Jones,6.18,0.5
Colin Powell,6.85,0.5
Ray Godshall Sr.,6.57,0.5
Morgan Kelly,6.02,0.5
Gary Daniels,6.1,0.5
Lisa Bonet,6.46558139535,4.3
David Keith,5.71575367647,10.88
Blair Tefkin,6.83,0.5
Lysette Anthony,5.66936454849,5.98
Herbert Lom,5.63042016807,16.66
Jason Lively,5.61672240803,5.98
Robin Budd,5.8,3.5
Jonathan Aibel,5.8,5.2
Ryan Northcott,5.75,0.5
John Phillip Law,5.17,0.5
Juliet Landau,6.5,0.5
James Frain,5.95620521173,12.28
Justin Williams,5.21,0.5
Bryan Larkin,5.74,0.5
Chad Coleman,5.73,0.5
Roger Yuan,5.53,1.5
William Forsythe,5.23921942758,23.06
Marie-Anne Fliegel,6.6,0.5
Teresa Palmer,5.68492537313,6.7
Cormac McCarthy,5.14,2.6
Will Sexton,6.58,0.5
Nivek Ogre,4.96,0.5
Katya Blumenberg,5.52,1.9
Chris Young,5.53703315881,11.46
Damien Fotiou,4.91,0.5
Michael Lindsay,5.55,0.5
Gordon Pinsent,5.85,0.5
Patrick Melton,5.45,6.5
Keith Coogan,5.86635802469,6.48
Ethan Dampf,5.24,0.5
Mary Jo Keenen,6.18,0.5
James Keane,6.73155388471,7.98
Mary Joy,6.34,0.5
Edwige Fenech,5.62,0.5
Elizabeth Newett,6.41,5.48
Anjelica Huston,6.15937395659,23.96
Steve Carlisle,5.19,0.5
Zach Wegner,5.15,0.5
Diana Kent,6.41,1.9
Macka Foley,5.49872909699,5.98
Iris Apatow,6.36,1.0
Carter Crocker,5.7,2.6
James Bentley,7.02,0.5
Brandon Olds,5.36,0.5
Gene Simmons,5.845,1.0
Omar Avila,5.99,5.48
Lauren Ambrose,5.58845177665,7.88
Maria Machado,5.33,0.5
Brendan McCormack,5.41,0.5
Lily Atkinson,5.9,1.9
Bingkun Zhao,5.96,0.5
Robby Benson,6.82294314381,5.98
Martin Raymond,5.66,5.48
Joe Renteria,4.26,0.5
Austin O'Brien,5.665,1.0
Chuck Russell,5.86,21.0
Wendy Wells,4.85,1.3
Tom Mankiewicz,5.86635135135,7.4
Rebecca Walker,5.95,0.5
Frank Ellis,6.48,0.5
Stephan De Abreu,6.4,0.5
David C. Johnson,4.36,1.3
Sylvester Williams,4.62,0.5
Darwin Joston,7.9,0.5
Jasper Cole,5.39,0.5
Victor Chavez,5.75,0.5
Jimmy MacDonell,5.94,0.5
Lenny Juliano,4.93083333333,2.4
Tony Xu,5.9,0.5
Lance August,6.18,0.5
Lucinda Jenney,5.81965909091,8.8
Jay Jablonski,5.63,0.5
Brett Robbins,5.39,0.5
Elio Germano,5.33,0.5
Conrad Vernon,6.21833333333,6.0
Michael Douglas,6.1838839625,78.94
Sheeba Alahani,4.58,0.5
Kelly Lynch,5.37358782435,40.08
Brendan Fehr,5.48775919732,5.98
Frank Aquilino,5.97,0.5
Bruce Paltrow,5.39,3.5
Johnny Harris,5.9,1.0
Taboo,4.2,0.5
Bob Balaban,5.9779494655,20.58
Cas Anvar,6.425,1.0
Molly Ephraim,6.47,1.9
Jeffrey Evan,5.71,0.5
Michael J. Reynolds,6.26,0.5
Gary Springer,5.41,0.5
Nathalie Cox,6.08,1.9
Jordan Houston,6.74,0.5
Rueben Gonzles,6.08,0.5
George Roy Hill,6.66666666667,10.5
Grard Klein,6.15,0.5
Chad Lowe,6.1,0.5
Kevin Peter Hall,5.88702341137,5.98
Drucie McDaniel,6.3,0.5
Suneeta Sengupta,5.63,0.5
Dave Callaham,5.62,2.6
Bill L. Norton,5.53,4.8
Leo Tolstoy,4.94,1.3
James J. Peck,5.39,0.5
Ilia Volok,6.12,2.0
Ivyann Schwan,4.86,0.5
Judy Cornwell,5.25,0.5
Davis Duffield,6.44,0.5
Huntley Ritter,5.58,1.0
Jo Anderson,5.91,1.0
Judy Helden,5.74,0.5
Servando Villamil,5.81,0.5
Cindy Cirile,5.82,1.3
Rock Duer,6.18,0.5
Robin Shou,5.10561377246,13.36
Ryann Shane,5.37,0.5
Gabrielle Shuff,3.44,0.5
Danielle Ferland,6.51,0.5
Kay Tong Lim,5.23,1.5
Roy Dupuis,5.57,5.48
Damion Poitier,5.995,1.0
Rodrigo Santoro,5.48352941176,6.8
Eddie Deezen,5.02953488372,4.3
Aaron Lohr,5.57,0.5
David Odell,5.5,3.9
Richard Montoya,5.81,0.5
Clement von Franckenstein,5.91,1.0
Megan Burns,7.01,0.5
Ian Holm,6.3544216571,24.38
Iris Bahr,6.01083333333,2.4
Joe Narciso,5.73,0.5
Tom Ropelewski,4.85,1.3
Vance Johnson,5.94,1.9
Leslie Stevens,4.655,2.6
James Ngobese,4.97,0.5
Joshua Long,6.0,0.5
Daniel Libman,5.0,0.5
David Yost,5.16,0.5
Harry Andrews,4.68,0.5
Bobbie Bresee,5.42,0.5
Jonathan Hyde,6.16240641711,7.48
Michael J. Pollard,5.59962962963,5.4
Simon Monjack,5.52,1.3
Andrea Irvine,5.76,0.5
Todd Haynes,6.20333333333,14.4
Victor Talmadge,5.98,0.5
Robert Russell,5.14,0.5
Valrie Quennessen,6.35,0.5
Adam Godley,5.66,2.0
Anthony Nicholls,6.69,0.5
Lulu McClatchy,5.29,0.5
Jaime Pina Gautier,6.19,0.5
Edie McClurg,5.89,4.0
Marilu Henner,4.90172413793,2.9
James McQueen,6.4,0.5
Apanguluk Charlie Kairaiuak,4.72,0.5
Robert Conrad,5.33,0.5
Rhonda Dotson,6.12,0.5
Lisa Andoh,4.79,1.9
Janet McTeer,5.79,16.44
John Penney,4.73,1.3
Artis Edwards Jr.,5.63,0.5
Radha Mitchell,5.83268452381,33.6
Susan D. Michaels,6.39,0.5
Phina Oruche,5.41,0.5
Takeshi Kitano,5.36,1.9
George Cheung,6.584,2.5
Kate Sargeant,5.52,0.5
Peter Steinfeld,5.78666666667,3.9
Kate Graham,5.11,5.48
Julia Montgomery,6.44,0.5
Jon Bon Jovi,6.11083333333,2.4
Arianna Huffington,5.31,1.3
Peter Feeney,6.14,0.5
Pat Musick,6.61,0.5
Lesley Braden,6.71,0.5
Andrea Baker,5.83666666667,1.5
Robert Guajardo,5.94,0.5
Serge Feuillard,5.76,0.5
Bruce Beresford,5.69666666667,21.0
Gary Stretch,5.6,1.0
Gabby Soleil,4.97,0.5
Arne Sultan,6.32,1.3
George Christy,6.4,1.0
Lili Taylor,5.90308998302,11.78
Al Checco,5.61,0.5
David Haig,5.79,0.5
Amy Stiller,6.06,1.0
Eric Michael Cole,5.66,0.5
Tim Daly,5.78724137931,2.9
Jaden Smith,6.58441734417,7.38
Linda Dobell,5.82,0.5
Hal Williams,5.85,0.5
Ben Johnson,6.40921171171,8.88
Jeff Vintar,6.33,1.3
Sara Phillips,4.87,0.5
Denise Hunt,5.49,0.5
Michael Poryes,4.88,1.3
Cindy Busby,5.4,0.5
Sinead Matthews,6.225,1.0
Beth Grant,6.27014492754,6.9
Patricia Wilson,5.75,0.5
George Dzundza,5.8406097561,8.2
Eric Purcell,5.81,0.5
Eddie Montanaro,6.57,0.5
Adrianne Krstansky,5.88,0.5
Jack Kehoe,6.86,2.0
Chris Rebello,7.15,0.5
Evan Daugherty,5.91,1.3
Claudia Gerini,6.605,1.0
Rachel Farrar,6.36,0.5
Hank Stone,3.02,0.5
Danny Vinson,6.51,1.0
Michael Badalucco,6.18264705882,3.4
Harry Judd,5.21,0.5
Amber Armstrong,8.2,1.9
Samantha Adams,5.83,0.5
Marc Garlasco,6.85,0.5
David Lovgren,5.53,0.5
Gary Lewis,6.55441176471,3.4
Andrei Arlovski,3.56,0.5
Clara Bingham,6.22,1.3
Gillies MacKinnon,5.22,3.5
Friedrich Drrenmatt,5.98,1.3
Kimberleigh Aarn,6.14,0.5
Louie Rankin,5.52,0.5
Stuart Stone,6.225,1.0
Aron Johnson,5.97,0.5
Fernando Cayo,6.23,0.5
Josh Todd,5.76,0.5
Doreen Lang,5.08,1.9
Francis Capra,4.76612068966,9.28
Kazuo Kat,5.79,0.5
Paul Attanasio,5.69,3.9
Santiago Cabrera,5.6,0.5
Connie Chiume,4.97,0.5
Vasilios Mantagas,5.55,0.5
Gregg Gibbs,5.83,0.5
Stephenie Meyer,5.6,5.2
Andrew Glover,4.94,0.5
Francesca P. Roberts,4.51,0.5
Rick Fox,4.81,1.0
Min-ho Jang,6.22,0.5
Peter Kassovitz,5.61,4.8
Todd La Tourrette,6.0,0.5
Med Abrous,4.61,0.5
Billy Blanks,5.98,0.5
Don D. Scott,5.8,1.3
Jennifer Franks,6.66,0.5
Renee Faia,5.34,1.9
Liev Schreiber,5.97091607565,33.84
Simply Marvalous,5.62,0.5
Ayelet Zurer,6.16206896552,2.9
Khan Baykal,5.78,0.5
Brian Hayes Currie,4.75,0.5
Sonnie Brown,6.16,0.5
Tiya Sircar,6.22,0.5
Doug Bradley,5.49,1.9
Stephen R. Hudis,6.44,0.5
Angela M. Schreiber,6.26,0.5
Valerie Leon,5.86,1.0
Peter Barnes,5.85,0.5
Apache,6.56,0.5
Phyllis Lyons,6.66,0.5
Mary Black,4.92,1.5
Sara Tanaka,6.2,1.5
Ryun Yu,4.78,0.5
Nate Torrence,5.93333333333,1.5
Paul Haggis,6.323,10.0
Brandi Coleman,4.9,0.5
John Boylan,4.80678929766,5.98
Alexia Fast,5.36,0.5
H.E.D. Redford,5.715,1.0
Henry Thomas,6.13994056464,13.46
Patsy Garrett,6.77,5.48
Lisa Blount,6.25333333333,2.4
Mardik Martin,5.94,2.6
Raphal Coleman,6.1,1.0
William Bogert,6.75,0.5
John Stronach,3.59,3.5
Ian Dury,5.28,1.5
Art Kimbro,7.13,0.5
Lance Bass,4.39461538462,5.98
Anthony Mackie,5.46423347398,28.44
Michele Morgan,5.8,0.5
Leon Capetanos,5.795,2.6
Brian McConnachie,6.205,1.0
Randy Beard,6.31,0.5
Oscar Pearce,6.13,0.5
Rebecca Wells,5.82,1.3
Luis Guzmn,6.1201305483,22.98
Hugo Perez,4.76,0.5
Gary Hetzler,5.8,0.5
Ryz Kikushima,5.56,1.3
John F. Goff,6.95,0.5
Mindy Kaling,6.4,1.5
Susan George,6.69,5.48
George Clinton,5.62,0.5
James McTeigue,6.435,7.0
Barbara Tasker,5.88,0.5
Alejandro Valdes-Rochin,5.61,0.5
Steve Little,6.19,0.5
Max Norat,5.18,0.5
Jason Schwartzman,5.95588116138,29.62
Robert Pattinson,5.79947097722,27.22
Slavko Juraga,5.68,0.5
Bruce Altman,6.33784461153,7.98
Wendle Josepher,6.07,0.5
Michael Leydon Campbell,6.2,1.9
Fele Martnez,5.62,0.5
Predrag Bjelac,5.70424749164,5.98
Jerry Seinfeld,5.84,6.78
Sophie Vavasseur,5.76418060201,5.98
Ken Shapiro,6.74,10.28
Frankie McCafferty,6.805,1.0
Jim Carter,5.07666666667,1.5
Chad Hayes,5.435,2.6
John C. Vennema,5.79,0.5
Nick Nichols,6.63,0.5
Guy Apriat,5.28,1.9
Amelia Claire Novotny,5.19,0.5
Christopher Logan,6.78,0.5
Jussie Smollett,4.5,0.5
Kenneth Fearing,6.5,1.3
Harve Bennett,6.43,1.3
Michel Leclerc,5.83,4.8
Jay Duplass,5.87,4.8
Teri Austin,5.83,0.5
John Goodman,6.05723774053,64.44
Sterling Hayden,6.85,1.0
Rosalind Harris,6.72,0.5
Phil Harris,5.57451505017,5.98
Kenneth Colley,6.6,1.5
Alissa Wilms,6.6,0.5
Joe Rice,6.35,0.5
Wyatt Dean Hall,6.35,0.5
Randolph Roberts,6.44,0.5
Gilmer McCormick,5.84,5.48
Francesca d'Aloja,5.69,0.5
Arsenio 'Sonny' Trinidad,6.13,1.0
Ken Olandt,5.96,0.5
Larry Day,5.62,1.0
Charlize Theron,5.83214560308,83.24
Anna Quindlen,6.12,1.3
Mary Wells,4.72,0.5
Rachel Kempson,6.54,0.5
Eugenia Yuan,6.23,0.5
Claudine Acs,6.61,0.5
Matthew Barry,5.55,0.5
Brandon Fleck,5.38,0.5
Todd Holoubek,4.85,0.5
Heather DeLoach,5.75,1.0
Kristina Lewis,5.21,0.5
John Hamill,5.22,1.3
Jerzy Kromolowski,5.98,1.3
Ed Van Nuys,5.97,0.5
Mark Letheren,5.76,0.5
Gregory Brown,6.71,0.5
Yenny Paola Vega,6.73,1.9
Auden Thornton,6.41,0.5
Craig McLachlan,5.62,0.5
Casey Gooden,7.26,1.9
Mark Schwahn,5.89,2.6
Laurie Wing,4.17,0.5
Harvey Levine,5.84,0.5
Alice Greczyn,5.34655172414,2.9
Glen Campbell,5.47,5.48
Olek Krupa,5.12033407572,8.98
Stephen Spinella,5.36514431239,11.78
Steven Millhauser,6.81,1.3
George Gaynes,6.3125,2.0
Billoah Greene,5.09,0.5
Laurids Skovgaard Andersen,6.35,0.5
James A. Stephens,5.62,0.5
Robin Duke,4.93,0.5
Simon Chandler,5.82666666667,3.0
Philip Stone,6.686,2.5
Jack Rovello,5.73,1.0
Ian Deitchman,6.07,1.3
Efram Potelle,5.46,3.5
Julie Payne,6.96,0.5
Conchita Campbell,5.46,0.5
Alba Albanese,5.36,0.5
Jonathan Higgins,5.29,1.5
Larry Joe Campbell,5.53,1.0
David Vallon,5.94,0.5
Christine Tucci,6.16,1.0
Jerome Armstrong,5.27,1.3
Terence Yin,5.34,0.5
William Butler,5.96,1.0
Tia Carrere,5.91820895522,6.7
Katie Featherston,6.83767964072,13.36
Elizabeth Wilson,5.885,1.0
Steve Oatway,5.39,0.5
Ashleigh Dejon,4.99,0.5
Morgan Farris,6.51,0.5
Christina Brucato,6.86,1.9
Gary Goddard,5.27,3.5
Alex Hyde-White,7.055,1.0
Harrison Taylor,6.95,0.5
Kirk Baily,5.85333333333,1.5
Nancy Cassaro,5.36,0.5
Jun Naito,6.92,0.5
Seu Jorge,6.2,0.5
Everton Lawrence,6.95,0.5
Marlene Bush,5.77,0.5
Keith Scott,5.075,1.0
Fereshteh Sadre Orafaiy,7.48,0.5
Victor Argo,6.38547925608,13.98
Al Weaver,5.14,0.5
DeRay Davis,5.34898305085,5.9
Joan Henley,6.9,0.5
Scott Heindl,6.06,1.5
Shannon Holtzapffel,6.43,0.5
Cody Beard,5.6,0.5
Jarreau Brown,4.94,0.5
Camilla More,6.24,0.5
Genevieve O'Reilly,6.09,0.5
Bodhi Elfman,5.7125,2.0
Nicole Vicius,5.795,1.0
Erica Durance,3.88,0.5
Abdul Salaam El Razzac,4.55,0.5
Ron Taylor,6.97,0.5
Jeanette Hain,6.55735785953,5.98
Ben Niems,6.69,0.5
Jane Marla Robbins,5.52,0.5
Michael Herz,4.87,3.5
Gyu-su Jeong,5.51,0.5
Zemphira Gosling,4.45,0.5
Clive Exton,4.89,1.3
Frances Lee McCain,6.885,2.0
Brad Rearden,7.28,0.5
Lauren Weisberger,6.45,1.3
Carey Hayes,5.47,1.3
Kurt Wimmer,5.59695652174,16.1
Miroslav Tborsk,5.52,0.5
Jon Kellam,5.63,0.5
Rosalyn Coleman,6.27,0.5
James Fenimore Cooper,6.84,1.3
