imdb_id,title,rating,directors,writers,actors,budget,gross,financial score,score
tt1059786,Eagle Eye,6.6,['D.J. Caruso'],"['John Glenn', 'Travis Wright']","['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson', 'Michael Chiklis', 'Anthony Mackie', 'Ethan Embry', 'Billy Bob Thornton', 'Anthony Azizi', 'Cameron Boyce', 'Lynn Cohen', 'Bill Smitrovich', 'Charles Carroll', 'William Sadler', 'Deborah Strang', 'Dariush Kashani']","$80,000,000 ","$101,111,837 ",5.68 ,6.14 
tt0242653,The Matrix Revolutions,6.6,"['Andy Wachowski', 'Lana Wachowski']","['Andy Wachowski', 'Lana Wachowski']","['Mary Alice', 'Tanveer K. Atwal', 'Helmut Bakaitis', 'Kate Beahan', 'Francine Bell', 'Monica Bellucci', 'Rachel Blackman', 'Henry Blasingame', 'Ian Bliss', 'David Bowers', 'Zeke Castelli', 'Collin Chou', 'Essie Davis', 'Laurence Fishburne', 'Nona Gaye']","$110,000,000 ","$139,259,759 ",5.68 ,6.14 
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,6.9,['Zack Snyder'],"['John Orloff', 'Emil Stern', 'and 1 more credit']","['Emily Barclay', 'Joel Edgerton', 'Anthony LaPaglia', 'David Wenham', 'Adrienne DeFaria', 'Ryan Kwanten', 'Hugo Weaving', 'Sam Neill', 'Helen Mirren', 'Angus Sampson', 'Leigh Whannell', 'Gareth Young', 'Abbie Cornish', 'Essie Davis', 'Geoffrey Rush']","$80,000,000 ","$55,673,333 ",5.38 ,6.14 
tt0890870,Saw IV,5.8,['Darren Lynn Bousman'],"['Patrick Melton', 'Marcus Dunstan']","['Tobin Bell', 'Costas Mandylor', 'Scott Patterson', 'Betsy Russell', 'Lyriq Bent', 'Athena Karkanis', 'Louis Ferreira', 'Simon Reynolds', 'Donnie Wahlberg', 'Angus Macfadyen', 'Shawnee Smith', 'Bahar Soomekh', 'Dina Meyer', 'Mike Realba', 'Marty Adams']","$10,000,000 ","$63,270,259 ",6.49 ,6.14 
tt0096316,Tucker: The Man and His Dream,6.8,['Francis Ford Coppola'],"['Arnold Schulman', 'David Seidler']","['Jeff Bridges', 'Joan Allen', 'Martin Landau', 'Frederic Forrest', 'Mako', 'Elias Koteas', 'Christian Slater', 'Nina Siemaszko', 'Anders Johnson', 'Corin Nemec', 'Marshall Bell', 'Jay O. Sanders', 'Peter Donat', 'Dean Goodman', 'John X. Heart']","$23,000,000 ","$19,652,638 ",5.49 ,6.14 
tt1840417,The Words,6.4,"['Brian Klugman', 'Lee Sternthal']","['Brian Klugman', 'Lee Sternthal']","['Dennis Quaid', 'John Hannah', 'Jeremy Irons', 'Bradley Cooper', 'Zoe Saldana', 'Vito DeFilippo', 'Michael McKean', 'Lucinda Davis', 'J.K. Simmons', 'Olivia Wilde', 'James Babson', 'Kevin Desfosses', 'Ron Rifkin', 'Brian Klugman', 'Liz Stauber']","$6,000,000 ","$11,434,867 ",5.89 ,6.14 
tt0112346,The American President,6.7,['Rob Reiner'],['Aaron Sorkin'],"['Michael Douglas', 'Annette Bening', 'Martin Sheen', 'Michael J. Fox', 'Anna Deavere Smith', 'Samantha Mathis', 'Shawna Waldron', 'David Paymer', 'Anne Haney', 'Richard Dreyfuss', 'Nina Siemaszko', 'Wendie Malick', 'Beau Billingslea', 'Gail Strickland', 'Joshua Malina']","$62,000,000 ","$65,000,000 ",5.59 ,6.14 
tt0124718,He Got Game,6.8,['Spike Lee'],['Spike Lee'],"['Denzel Washington', 'Ray Allen', 'Milla Jovovich', 'Rosario Dawson', 'Hill Harper', 'Zelda Harris', 'Ned Beatty', 'Jim Brown', 'Joseph Lyle Taylor', 'Bill Nunn', 'Michele Shay', 'Thomas Jefferson Byrd', 'Roger Guenveur Smith', 'John Turturro', 'Lonette McKee']","$25,000,000 ","$21,554,585 ",5.49 ,6.15 
tt0477139,Wristcutters: A Love Story,7.3,['Goran Dukic'],"['Etgar Keret', 'Goran Dukic']","['Patrick Fugit', 'Shannyn Sossamon', 'Shea Whigham', 'Leslie Bibb', 'Mark Boone Junior', 'Abraham Benrubi', 'Cameron Bowen', 'Mikal P. Lazarev', 'Clayne Crawford', 'Tom Waits', 'Chase Ellison', 'John Hawkes', 'Will Arnett', 'Adam G.', 'Mary Pat Gleason']","$1,000,000 ","$316,996 ",4.99 ,6.15 
tt1001508,He's Just Not That Into You,6.3,['Ken Kwapis'],"['Abby Kohn', 'Marc Silverstein']","['Morgan Lily', 'Trenton Rogers', 'Michelle Carmichael', 'Jasmine Woods', 'Sabrina Revelle', 'Zoe Jarman', 'Alia Rhiana Eckerman', 'Julia Pennington', 'Renee Scott', 'Chihiro Fujii', 'Sachiko Ishida', 'Claudia DiMartino', 'Eve Curtis', 'Carmen Perez', 'Traycee King']","$40,000,000 ","$93,945,548 ",5.99 ,6.15 
tt1130080,The Informant!,6.5,['Steven Soderbergh'],"['Scott Z. Burns', 'Kurt Eichenwald']","['Matt Damon', 'Lucas McHugh Carroll', 'Eddie Jemison', 'Rusty Schwimmer', 'Craig Ricci Shaynak', 'Tom Papa', 'Rick Overton', 'Melanie Lynskey', 'Thomas F. Wilson', 'Scott Bakula', 'Scott Adsit', 'Ann Dowd', 'Allan Havey', 'Howie Johnson', 'Joel McHale']","$21,000,000 ","$33,313,582 ",5.80 ,6.15 
tt0114681,To Die For,6.7,['Gus Van Sant'],"['Joyce Maynard', 'Buck Henry']","['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas', 'Alison Folland', 'Dan Hedaya', 'Wayne Knight', 'Kurtwood Smith', 'Holland Taylor', 'Susan Traylor', 'Maria Tucci', 'Tim Hopper', 'Michael Rispoli', 'Buck Henry']","$20,000,000 ","$21,284,514 ",5.60 ,6.15 
tt0068408,Conquest of the Planet of the Apes,5.9,['J. Lee Thompson'],"['Paul Dehn', 'Pierre Boulle']","['Roddy McDowall', 'Don Murray', 'Natalie Trundy', 'Hari Rhodes', 'Severn Darden', 'Lou Wagner', 'John Randolph', 'Asa Maynor', 'H.M. Wynant', 'David Chow', 'Buck Kartalian', 'John Dennis', 'Paul Comi', 'Gordon Jump', 'Dick Spangler']","$1,700,000 ","$9,000,000 ",6.40 ,6.15 
tt0105690,Under Siege,6.3,['Andrew Davis'],['J.F. Lawton'],"['Steven Seagal', 'Tommy Lee Jones', 'Gary Busey', 'Erika Eleniak', 'Colm Meaney', ""Patrick O'Neal"", 'Andy Romano', 'Nick Mancuso', 'Damian Chapa', 'Troy Evans', 'David McKnight', 'Lee Hinton', 'Glenn Morshower', 'Leo Alexander', 'John Rottger']","$35,000,000 ","$83,363,139 ",6.00 ,6.15 
tt0112722,Copycat,6.5,['Jon Amiel'],"['Ann Biderman', 'David Madsen']","['Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney', 'William McNamara', 'Harry Connick Jr.', 'J.E. Freeman', 'Will Patton', 'John Rothman', ""Shannon O'Hurley"", 'Bob Greene', 'Tony Haney', 'Danny Kovacs', 'Tahmus Rounds', 'Scott DeVenney', 'David Michael Silverman']","$20,000,000 ","$32,051,917 ",5.80 ,6.15 
tt0095174,Frantic,6.8,['Roman Polanski'],"['Roman Polanski', 'Grard Brach']","['Harrison Ford', 'Betty Buckley', 'Emmanuelle Seigner', 'Djiby Soumare', 'Dominique Virton', 'Grard Klein', ""Stphane D'Audeville"", 'Laurent Spielvogel', 'Alain Doutey', 'Jacques Ciron', 'Roch Leibovici', 'Louise Vincent', 'Patrice Melennec', 'Ella Jaroszewicz', 'Jolle Lagneau']","$20,000,000 ","$17,637,950 ",5.50 ,6.15 
tt0118798,Bulworth,6.8,['Warren Beatty'],"['Warren Beatty', 'Warren Beatty', 'and 1 more credit']","['Kimberly Deauna Adams', 'Vinny Argiro', 'Sean Astin', 'Kirk Baltz', 'Ernie Lee Banks', 'Amiri Baraka', 'Christine Baranski', 'Adilah Barnes', 'Warren Beatty', 'Graham Beckel', 'Halle Berry', 'Brandon N. Bowlin', 'Mongo Brownlee', 'Thomas Jefferson Byrd', 'J. Kenneth Campbell']","$30,000,000 ","$26,525,834 ",5.50 ,6.15 
tt0196229,Zoolander,6.5,['Ben Stiller'],"['Drake Sather', 'Ben Stiller']","['Ben Stiller', 'Owen Wilson', 'Christine Taylor', 'Will Ferrell', 'Milla Jovovich', 'Jerry Stiller', 'David Duchovny', 'Jon Voight', 'Judah Friedlander', 'Nathan Lee Graham', 'Alexandre Manning', 'Asio Highsmith', 'Alexander Skarsgrd', 'Donald Trump', 'Christian Slater']","$28,000,000 ","$45,162,741 ",5.80 ,6.15 
tt1230414,It's Complicated,6.6,['Nancy Meyers'],['Nancy Meyers'],"['Meryl Streep', 'Steve Martin', 'Alec Baldwin', 'John Krasinski', 'Lake Bell', 'Mary Kay Place', 'Rita Wilson', 'Alexandra Wentworth', 'Hunter Parrish', 'Zoe Kazan', 'Caitlin Fitzgerald', 'Emjay Anthony', 'Nora Dunn', 'Bruce Altman', 'Robert Curtis Brown']","$85,000,000 ","$112,703,470 ",5.71 ,6.15 
tt1210042,Brooklyn's Finest,6.7,['Antoine Fuqua'],['Michael C. Martin'],"['Richard Gere', 'Don Cheadle', 'Ethan Hawke', 'Wesley Snipes', ""Vincent D'Onofrio"", ""Bran F. O'Byrne"", 'Will Patton', 'Michael Kenneth Williams', 'Lili Taylor', 'Shannon Kane', 'Ellen Barkin', 'Wass Stevens', 'Armando Riesco', 'Wade Allain-Marcus', 'Logan Marshall-Green']","$25,000,000 ","$27,154,426 ",5.61 ,6.15 
tt0114608,Tales from the Crypt: Demon Knight,6.5,['Ernest R. Dickerson'],"['Ethan Reiff', 'Cyrus Voris', 'and 1 more credit']","['John Kassir', 'Billy Zane', 'William Sadler', 'Jada Pinkett Smith', 'Brenda Bakke', 'CCH Pounder', 'Dick Miller', 'Thomas Haden Church', 'John Schuck', 'Gary Farmer', 'Charles Fleischer', 'Tim De Zarn', 'Sherrie Rose', ""Ryan O'Donohue"", 'Tony Salome']","$13,000,000 ","$21,088,568 ",5.81 ,6.15 
tt0317919,Mission: Impossible III,6.8,['J.J. Abrams'],"['Alex Kurtzman', 'Roberto Orci']","['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup', 'Michelle Monaghan', 'Jonathan Rhys Meyers', 'Keri Russell', 'Maggie Q', 'Simon Pegg', 'Eddie Marsan', 'Laurence Fishburne', 'Bahar Soomekh', 'Jeff Chase', 'Michael Berry Jr.', 'Carla Gallo']","$150,000,000 ","$134,029,801 ",5.51 ,6.15 
tt0110186,Jason's Lyric,6.2,['Doug McHenry'],['Bobby Smith Jr.'],"['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine', ""Anthony 'Treach' Criss"", 'Eddie Griffin', 'Suzzanne Douglas', 'Lisa Nicole Carson', 'Lahmard J. Tate', 'Forest Whitaker', 'Asheamu Earl Randle', 'Clarence Whitmore', 'Rushion McDonald', 'Curtis von Burrell', 'Bebe Drake', 'Kenneth Randle']","$7,000,000 ","$20,851,521 ",6.11 ,6.16 
tt0115632,Basquiat,6.8,['Julian Schnabel'],"['Lech Majewski', 'John Bowe']","['Jeffrey Wright', 'Michael Wincott', 'Benicio Del Toro', 'Claire Forlani', 'David Bowie', 'Dennis Hopper', 'Gary Oldman', 'Christopher Walken', 'Willem Dafoe', 'Jean-Claude La Marre', 'Parker Posey', 'Elina Lwensohn', 'Paul Bartel', 'Courtney Love', ""Tatum O'Neal""]","$3,300,000 ","$2,961,991 ",5.51 ,6.16 
tt0323120,Loving Annabelle,6.7,['Katherine Brooks'],"['Katherine Brooks', 'Karen Klopfenstein', 'and 1 more credit']","['Erin Kelly', 'Diane Gaidry', 'Laura Breckenridge', 'Michelle Horn', 'Gustine Fudickar', 'Ilene Graff', 'Kevin McCarthy', 'Markus Flanagan', 'Karen Teliha', 'Marla Maples', 'Greg Joelson', 'Wendy Schaal', 'Gregory Carroll', 'Shawn Thompson', 'Leslie Andrews']","$1,000,000 ","$1,100,000 ",5.61 ,6.16 
tt0120681,From Hell,6.8,"['Albert Hughes', 'Allen Hughes']","['Alan Moore', 'Eddie Campbell']","['Johnny Depp', 'Heather Graham', 'Ian Holm', 'Robbie Coltrane', 'Ian Richardson', 'Jason Flemyng', 'Katrin Cartlidge', 'Terence Harvey', 'Susan Lynch', 'Paul Rhys', 'Lesley Sharp', 'Estelle Skornik', 'Nicholas McGaughey', 'Annabelle Apsion', 'Joanna Page']","$35,000,000 ","$31,598,308 ",5.51 ,6.16 
tt0363589,Elephant,7.2,['Gus Van Sant'],['Gus Van Sant'],"['Alex Frost', 'Eric Deulen', 'John Robinson', 'Elias McConnell', 'Jordan Taylor', 'Carrie Finklea', 'Nicole George', 'Brittany Mountain', 'Alicia Miles', 'Kristen Hicks', 'Bennie Dixon', 'Nathan Tyson', 'Timothy Bottoms', 'Matt Malloy', 'Ellis Williams']","$3,000,000 ","$1,227,000 ",5.12 ,6.16 
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,6.4,['Adam McKay'],"['Will Ferrell', 'Adam McKay']","['Gary Cole', 'Will Ferrell', 'Jane Lynch', 'Jake Johnson', 'Jason Davis', 'Lorrie Bess Crumley', 'Luke Bigham', 'Austin Crim', 'Michael Clarke Duncan', 'John C. Reilly', 'Adam McKay', 'David Koechner', 'Ian Roberts', 'Jack McBrayer', 'John D. King']","$73,000,000 ","$148,213,377 ",5.92 ,6.16 
tt0122459,Return to Me,6.6,['Bonnie Hunt'],"['Bonnie Hunt', 'Don Lake']","['David Duchovny', 'Minnie Driver', ""Carroll O'Connor"", 'Robert Loggia', 'Bonnie Hunt', 'David Alan Grier', 'Joely Richardson', 'Eddie Jones', 'James Belushi', 'Marianne Muellerleile', 'William Bronder', 'Brian Howe', 'Chris Barnes', 'Adam Tanguay', 'Karson Pound']","$24,000,000 ","$32,662,299 ",5.72 ,6.16 
tt1527186,Melancholia,7.2,['Lars von Trier'],['Lars von Trier'],"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Alexander Skarsgrd', 'Brady Corbet', 'Cameron Spurr', 'Charlotte Rampling', 'Jesper Christensen', 'John Hurt', 'Stellan Skarsgrd', 'Udo Kier', 'Kiefer Sutherland', 'James Cagnard', 'Deborah Fronko', 'Charlotta Miller', 'Claire Miller']","$7,400,000 ","$3,029,870 ",5.12 ,6.16 
tt1014759,Alice in Wonderland,6.5,['Tim Burton'],"['Linda Woolverton', 'Lewis Carroll']","['Johnny Depp', 'Mia Wasikowska', 'Helena Bonham Carter', 'Anne Hathaway', 'Crispin Glover', 'Matt Lucas', 'Michael Sheen', 'Stephen Fry', 'Alan Rickman', 'Barbara Windsor', 'Paul Whitehouse', 'Timothy Spall', 'Marton Csokas', 'Tim Pigott-Smith', 'John Surman']","$200,000,000 ","$334,185,206 ",5.82 ,6.16 
tt2063781,Smashed,6.9,['James Ponsoldt'],"['James Ponsoldt', 'Susan Burke']","['Mary Elizabeth Winstead', 'Aaron Paul', 'Octavia Spencer', 'Nick Offerman', 'Megan Mullally', 'Mary Kay Place', 'Kyle Gallner', 'Bree Turner', 'Mackenzie Davis', 'Patti Allison', 'Richmond Arquette', 'Natalie Dreyfuss', 'Anjini Taneja Azhar', 'Susan Burke', 'Danilo Di Julio']","$500,000 ","$375,981 ",5.42 ,6.16 
tt0114887,A Walk in the Clouds,6.3,['Alfonso Arau'],"['Robert Mark Kamen', 'Mark Miller']","['Keanu Reeves', 'Aitana Snchez-Gijn', 'Anthony Quinn', 'Giancarlo Giannini', 'Anglica Aragn', 'Evangelina Elizondo', 'Freddy Rodrguez', 'Debra Messing', 'Febronio Covarrubias', 'Roberto Huerta', 'Juan Jimnez', 'Ismael Gallegos', 'Alejandra Flores', 'Gema Sandoval', 'Don Amendolia']","$20,000,000 ","$50,012,507 ",6.02 ,6.16 
tt0089457,Ladyhawke,6.8,['Richard Donner'],"['Edward Khmara', 'Edward Khmara']","['Matthew Broderick', 'Rutger Hauer', 'Michelle Pfeiffer', 'Leo McKern', 'John Wood', 'Ken Hutchison', 'Alfred Molina', 'Giancarlo Prete', 'Loris Loddi', 'Alessandro Serra', 'Charles Borromel', 'Massimo Sarchielli', 'Nicolina Papetti', 'Russel Case', 'Donald Hodson']","$20,000,000 ","$18,432,000 ",5.52 ,6.16 
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,6.3,['David Bowers'],"['Gabe Sachs', 'Jeff Judah', 'and 1 more credit']","['Zachary Gordon', 'Devon Bostick', 'Rachael Harris', 'Robert Capron', 'Steve Zahn', 'Connor Fielding', 'Owen Fielding', 'Peyton List', 'Karan Brar', 'Laine MacNeil', 'Grayson Russell', 'Terence Kelly', 'Fran Kranz', 'Bryce Hodgson', 'Andrew McNee']","$21,000,000 ","$52,691,009 ",6.02 ,6.16 
tt0204946,Bring It On,5.8,['Peyton Reed'],['Jessica Bendinger'],"['Kirsten Dunst', 'Eliza Dushku', 'Jesse Bradford', 'Gabrielle Union', 'Clare Kramer', 'Nicole Bilderback', 'Tsianina Joelson', 'Honorine Bell', 'Nathan West', 'Huntley Ritter', 'Shamari Fears', 'Natina Reed', 'Brandi Williams', 'Richard Hillman', 'Lindsay Sloane']","$10,000,000 ","$68,379,000 ",6.52 ,6.16 
tt0116778,Kingpin,6.8,"['Bobby Farrelly', 'Peter Farrelly']","['Barry Fanaro', 'Mort Nathan']","['Woody Harrelson', 'Randy Quaid', 'Vanessa Angel', 'Bill Murray', 'Chris Elliott', 'William Jordan', 'Richard Tyson', 'Lin Shaye', 'Zen Gesner', 'Prudence Wright Holmes', 'Rob Moran', 'Daniel Greene', 'Will Rothhaar', 'Mark Charpentier', 'Brad Faxon']","$27,000,000 ","$24,944,213 ",5.53 ,6.16 
tt0099365,Darkman,6.4,['Sam Raimi'],"['Sam Raimi', 'Chuck Pfarrer']","['Liam Neeson', 'Frances McDormand', 'Colin Friels', 'Larry Drake', 'Nelson Mashita', 'Jessie Lawrence Ferguson', 'Rafael H. Robledo', 'Dan Hicks', 'Ted Raimi', 'Dan Bell', 'Nicholas Worth', 'Aaron Lustig', ""Arsenio 'Sonny' Trinidad"", 'Said Faraj', 'Nathan Jung']","$16,000,000 ","$32,942,739 ",5.93 ,6.16 
tt0892782,Monsters vs Aliens,6.7,"['Rob Letterman', 'Conrad Vernon']","['Maya Forbes', 'Wallace Wolodarsky']","['Reese Witherspoon', 'Seth Rogen', 'Hugh Laurie', 'Will Arnett', 'Kiefer Sutherland', 'Rainn Wilson', 'Stephen Colbert', 'Paul Rudd', 'Julie White', 'Jeffrey Tambor', 'Amy Poehler', 'Ed Helms', 'Rene Zellweger', 'John Krasinski', 'Sean Bishop']","$175,000,000 ","$198,351,526 ",5.63 ,6.16 
tt0465234,National Treasure: Book of Secrets,6.5,['Jon Turteltaub'],"['Marianne Wibberley', 'Cormac Wibberley']","['Nicolas Cage', 'Justin Bartha', 'Diane Kruger', 'Jon Voight', 'Helen Mirren', 'Ed Harris', 'Harvey Keitel', 'Bruce Greenwood', 'Ty Burrell', 'Michael Maize', 'Timothy V. Murphy', 'Alicia Coppola', 'Armando Riesco', 'Albert Hall', 'Joel Gretsch']","$130,000,000 ","$219,961,501 ",5.83 ,6.16 
tt0127723,Can't Hardly Wait,6.3,"['Harry Elfont', 'Deborah Kaplan']","['Deborah Kaplan', 'Harry Elfont']","['Jennifer Love Hewitt', 'Ethan Embry', 'Charlie Korsmo', 'Lauren Ambrose', 'Peter Facinelli', 'Seth Green', 'Michelle Brookhurst', 'Alexander Martin', 'Erik Palladino', 'Channon Roe', 'Sean Patrick Thomas', 'Freddy Rodrguez', 'Joel Michaely', 'Jay Paulson', 'Brian Hall']","$10,000,000 ","$25,339,117 ",6.03 ,6.16 
tt0462200,Black Snake Moan,7,['Craig Brewer'],['Craig Brewer'],"['Samuel L. Jackson', 'Christina Ricci', 'Justin Timberlake', 'S. Epatha Merkerson', 'John Cothran Jr.', 'David Banner', 'Michael Raymond-James', 'Adriane Lenox', 'Kim Richards', 'Neimus K. Williams', 'Leonard L. Thomas', 'Ruby Wilson', 'Claude Phillips', 'Amy Lavere', 'Clare Grant']","$15,000,000 ","$9,396,870 ",5.33 ,6.17 
tt0448694,Puss in Boots,6.7,['Chris Miller'],"['Charles Perrault', 'Tom Wheeler']","['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis', 'Billy Bob Thornton', 'Amy Sedaris', 'Constance Marie', 'Guillermo del Toro', 'Mike Mitchell', 'Rich Dietl', 'Ryan Crego', 'Tom Wheeler', 'Conrad Vernon', 'Tom McGrath', 'Bob Joles', 'Latifa Ouaou']","$130,000,000 ","$149,234,747 ",5.63 ,6.17 
tt1139328,The Ghost Writer,7.3,['Roman Polanski'],"['Robert Harris', 'Roman Polanski', 'and 1 more credit']","['Ewan McGregor', 'Jon Bernthal', 'Tim Preece', 'James Belushi', 'Timothy Hutton', 'Anna Botting', 'Yvonne Tomlinson', 'Milton Welsh', 'Alister Mazzotti', 'Tim Faraday', 'Kim Cattrall', 'Kate Copeland', 'Soogi Kang', 'Lee Hong Thay', 'Olivia Williams']","$45,000,000 ","$15,541,549 ",5.03 ,6.17 
tt0112508,Billy Madison,6.3,['Tamra Davis'],"['Tim Herlihy', 'Adam Sandler']","['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson-Sampras', 'Bradley Whitford', 'Josh Mostel', 'Norm MacDonald', 'Mark Beltzman', 'Larry Hankin', 'Theresa Merritt', 'Dina Platias', 'Hrant Alianak', 'Vincent Marino', 'Jack Mather', 'Christopher Kelk', 'Marc Donato']","$10,000,000 ","$25,588,750 ",6.03 ,6.17 
tt0386117,Where the Wild Things Are,6.9,['Spike Jonze'],"['Spike Jonze', 'Dave Eggers', 'and 1 more credit']","['Max Records', 'Pepita Emmerichs', 'Max Pfeifer', 'Madeleine Greaves', 'Joshua Jay', 'Ryan Corr', 'Catherine Keener', 'Steve Mouzakis', 'Mark Ruffalo', 'James Gandolfini', 'Vincent Crowley', 'Paul Dano', 'Sonny Gerasimowicz', ""Catherine O'Hara"", 'Nick Farnell']","$100,000,000 ","$77,222,184 ",5.44 ,6.17 
tt0117958,Trees Lounge,7.1,['Steve Buscemi'],['Steve Buscemi'],"['Carol Kane', 'Mark Boone Junior', 'Steve Buscemi', 'Bronson Dudley', 'Anthony LaPaglia', 'Michael Buscemi', 'Elizabeth Bracco', 'John Ventimiglia', 'Steven Randazzo', 'Suzanne Shepherd', 'Rockets Redglare', 'Joe Lisi', 'Debi Mazar', 'Eszter Balint', 'Richard Boes']","$1,300,000 ","$673,269 ",5.24 ,6.17 
tt0114148,Pocahontas,6.3,"['Mike Gabriel', 'Eric Goldberg']","['Carl Binder', 'Susannah Grant']","['Irene Bedard', 'Judy Kuhn', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Russell Means', 'Christian Bale', 'Linda Hunt', 'Danny Mann', 'Billy Connolly', 'Joe Baker', 'Frank Welker', 'Michelle St. John', 'James Apaumut Fall', 'Gordon Tootoosis']","$55,000,000 ","$141,579,773 ",6.04 ,6.17 
tt0161081,What Lies Beneath,6.5,['Robert Zemeckis'],"['Clark Gregg', 'Sarah Kernochan', 'and 1 more credit']","['Michelle Pfeiffer', 'Katharine Towne', 'Miranda Otto', 'James Remar', 'Harrison Ford', 'Victoria Bidewell', 'Diana Scarwid', 'Dennison Samaroo', 'Jennifer Tung', 'Eliott Goretsky', 'Rachel Singer', 'Daniel Zelman', 'Ray Baker', 'Wendy Crewson', 'Amber Valletta']","$90,000,000 ","$155,370,362 ",5.84 ,6.17 
tt0814130,The Hammer,7.1,['Charles Herman-Wurmfeld'],"['Kevin Hench', 'Adam Carolla']","['Adam Carolla', 'Oswaldo Castillo', 'Harold House Moore', 'Christopher Darga', 'Jonathan Hernandez', 'Heather Juergensen', 'Paul Alayo', 'Rian Bishop', 'Ascencion Bribiescas', 'Antonio Caballero', 'Derrick Deane', 'Lorenzo Eduardo', 'John Enos III', 'Kevin Ferguson', 'Jim FitzGerald']","$850,000 ","$442,638 ",5.24 ,6.17 
tt0145653,Angela's Ashes,7.1,['Alan Parker'],"['Frank McCourt', 'Laura Jones', 'and 1 more credit']","['Emily Watson', 'Robert Carlyle', 'Joe Breen', 'Ciaran Owens', 'Michael Legge', 'Ronnie Masterson', 'Pauline McLynn', 'Liam Carney', 'Eanna MacLiam', 'Andrew Bennett', 'Shane Murray-Corcoran', 'Devon Murray', 'Peter Halpin', 'Aaron Geraghty', 'Sean Carney Daly']","$25,000,000 ","$13,038,660 ",5.24 ,6.17 
tt0420015,Nine Lives,6.8,['Rodrigo Garca'],['Rodrigo Garca'],"['Elpidia Carrillo', 'Aomawa Baker', 'Miguel Sandoval', 'Mary Pat Dowhy', 'Andy Umberger', 'K Callan', 'Chelsea Rendon', 'Robin Wright', 'Jason Isaacs', 'Sydney Tamiia Poitier', 'LisaGay Hamilton', 'Holly Hunter', 'Stephen Dillane', 'Daniel Edward Mora', 'Molly Parker']","$500,000 ","$478,645 ",5.54 ,6.17 
tt0399862,End of the Spear,6.7,['Jim Hanon'],"['Bill Ewing', 'Bart Gavigan', 'and 1 more credit']","['Louie Leonardo', 'Chad Allen', 'Jack Guzman', 'Christina Souza', 'Chase Ellison', 'Chemo Mepaquito', 'Ninabet Bedoya', 'Sara Kathryn Bakker', 'Cara Stoner', 'Beth Bailey', 'Ocniel Barrigon', 'Yariela Caizamo', 'Andrea Lino Mache', 'Marco Flaco', 'Gabriela Valdespino']","$10,000,000 ","$11,703,287 ",5.64 ,6.17 
tt0207201,What Women Want,6.3,['Nancy Meyers'],"['Josh Goldsmith', 'Cathy Yuspa']","['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda', 'Ashley Johnson', 'Mark Feuerstein', 'Lauren Holly', 'Delta Burke', 'Valerie Perrine', 'Judy Greer', 'Sarah Paulson', 'Ana Gasteyer', 'Lisa Edelstein', 'Loretta Devine', 'Diana Maria Riva']","$70,000,000 ","$182,805,123 ",6.04 ,6.17 
tt0146309,Thirteen Days,7.2,['Roger Donaldson'],"['David Self', 'Ernest R. May', 'and 1 more credit']","['Shawn Driscoll', 'Kevin Costner', 'Drake Cook', 'Lucinda Jenney', 'Caitlin Wachs', 'Jon Foster', 'Matthew Dunn', ""Kevin O'Donnell"", 'Janet Coleman', 'Bruce Thomas', 'Stephanie Romanov', 'Bruce Greenwood', 'Frank Wood', 'Dakin Matthews', 'Liz Sinclair']","$80,000,000 ","$34,566,746 ",5.15 ,6.17 
tt0080365,American Gigolo,6,['Paul Schrader'],['Paul Schrader'],"['Richard Gere', 'Lauren Hutton', 'Hector Elizondo', 'Nina van Pallandt', 'Bill Duke', 'Brian Davies', 'K Callan', 'Tom Stewart', 'Patricia Carr', 'David Cryer', 'Carole Cook', 'Carol Bruce', 'Frances Bergen', 'Macdonald Carey', 'William Dozier']","$4,800,000 ","$23,000,000 ",6.35 ,6.17 
tt0086541,Videodrome,7.3,['David Cronenberg'],['David Cronenberg'],"['James Woods', 'Sonja Smits', 'Deborah Harry', 'Peter Dvorsky', 'Leslie Carlson', 'Jack Creley', 'Lynne Gorman', 'Julie Khaner', 'Reiner Schwartz', 'David Bolt', 'Lally Cadeau', 'Henry Gomez', 'Harvey Chao', 'David Tsubouchi', 'Kay Hawtrey']","$5,952,000 ","$2,120,439 ",5.05 ,6.17 
